"pid","title","short_name","description","link","screenshot_url","status","type","terms","changed"
"271","Pushbutton","pushbutton","<p>This is the Pushbutton theme that was in Drupal 6. It was removed from Drupal 7, but it will live on as a contributed theme at this location.</p>","http://drupal.org/project/pushbutton","http://drupal.org/files/images/screenshot_35.png","1","Themes","Themes","1272530865"
"272","Dropbox Integration","dropbox","<p>This module allows users to have a ""Send file"" page where users can send a file directly to their . It will also contain additional API functions as Dropbox makes them available.</p><p>For paid customization of this module, contact .</p>","http://drupal.org/project/dropbox","","1","Modules","Modules","1272530865"
"273","Create related content","crc","<p></p><p>This is a templating system for new content.</p><p>The motive behind the module was the need for an easy way to create a site from a non-importable format, such as contracts, wireframes and design files, and to maintain content menu relationships when creating new content. These create sibling / child options are a life-saver on deep complex menu systems, which is where the name ""Create related content"" is derived.</p>","http://drupal.org/project/crc","","1","Modules","Modules","1272530865"
"274","SEO Compliance Checker","seo_checker","<p>The SEO Compliance Checker checks node content on search engine optimization upon its creation or modification. Whenever a publisher creates or modifies a node, the module performs a set of checks and gives the user a feedback on the compliance of the rules. This module is supported by .</p>","http://drupal.org/project/seo_checker","http://drupal.org/files/images/seo_checker_screenshot.thumbnail.jpg","1","Modules","Modules","1272530865"
"275","Layout Studio","layoutstudio","<p></p><p>Layout Studio is comparable to , the current standard bearer, but provides the following key advantages:</p><p>See the  for a complete list.</p><p>Version 2.x adds optional support for the . The  allows for the creations of common variables, mixins (think function in php), operations and nested rules within CSS files.</p>","http://drupal.org/project/layoutstudio","","1","Themes","Themes","1272530865"
"276","File Aliases","file_aliases","<p>The File Aliases module allows you to use token customizable aliases for your uploaded files, giving you the ability to keep your file system organized as per usual while providing clean looking paths (i.e., no more '/sites/default/files/').</p><p>: I pledge that File Aliases will have a full Drupal 7 release on the day that Drupal 7 is released.</p>","http://drupal.org/project/file_aliases","","1","Modules","Modules","1272530866"
"277","Blue Droplet Video","bd_video","<p>Blue Droplet Video and , along with Drupal and its 5000+ contributed modules, is the premier solution for publishing video on the web.</p><p>Submitted videos are transcoded to Flash format so they can be viewed directly in the web browser. Transcoding either occurs locally on the website's server using , or using the paid  at Blue Droplet Media.</p><p>Alternatively, editors can upload video which is already in a suitable format and doesn't need transcoding.</p><p>There is a  of sites that deploy it.</p>","http://drupal.org/project/bd_video","http://drupal.org/files/images/bd_video_2.thumbnail.png","1","Modules","Modules","1272530866"
"278","Fieldset helper","fieldset_helper","<p>Saves the collapsed state of a Drupal collapsible fieldset.</p><p>The fieldetset_helper module also improves the usability of the main module page (admin/build/modules) by adding expand and collapse all fieldset links to top of the page.</p>","http://drupal.org/project/fieldset_helper","","1","Modules","Modules","1272530866"
"279","Yahoo! Pipes","yahoopipes","<p>: I pledge that the Yahoo Pipes module will have a full Drupal 7 release on the day Drupal 7 is released.</p><p>Provides integration with .</p>","http://drupal.org/project/yahoopipes","http://drupal.org/files/images/pipes.gif","1","Modules","Modules","1272530866"
"280","XML-RPC Tester","xmlrpctester","<p>Module provides a testing area to send XML-RPC requests via the browser. If the devel module is installed it uses dsm to display the return value of the method. In theory it should work together with services module as it is using the system.getMethods method to learn about the available calls, but I have not yet tested it with it. Multicall is not yet supported.</p>","http://drupal.org/project/xmlrpctester","","1","Modules","Modules","1272530866"
"281","Amazon Store","amazon_store","<p>An Amazon Store for Drupal. This is an implementation of the  (formerly Amazon Associates Web Service, or AAWS) for Drupal. You can install this and right away you have an Amazon Associates Store. Get yourself an Associates ID and then all purchases made through your store will result in a commission going to you. Allows searching, provides product pages, and manages a shopping cart.</p><p>Dependencies:</p><p>Nice-to-have:</p><p></p><p>Notes:</p>","http://drupal.org/project/amazon_store","","1","Modules","Modules","1272530866"
"282","Staff List","stafflist","<p>The Staff List module automatically compiles a staff list using information about site users.</p><p>The modules looks at a user's user roles to accomplish this.  It can be configured so that certain user roles can designate either a department (e.g.: News, Sports) or a level within a department (e.g.: Editor, Staff).  Users who have both a user role representing a department and a user role representing a level will then appear on the staff list.</p><p>For intrepid web designers, the staff list is themable as well, allowing said designers to override the existing look of the staff list.</p>","http://drupal.org/project/stafflist","","1","Modules","Modules","1272530866"
